dataset,idx,variant_id,transform,target,validation_note,semantic_decision,syntax_risk,audit_rationale,changed,line_count,char_count,code_hash
codexglue,1726,1726__comment_banner,comment_banner,1,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,36,527,fac874f1d9a9
codexglue,14025,14025__comment_banner,comment_banner,1,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,24,374,4c507edd97e3
codexglue,6507,6507__comment_banner,comment_banner,1,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,20,249,6b883d01ad5b
codexglue,10064,10064__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,64,1000,507456d7de37
codexglue,14220,14220__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,40,748,670a10f0c589
codexglue,23587,23587__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,36,619,93bb43b44922
codexglue,16755,16755__comment_banner,comment_banner,1,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,48,818,325bc38021a3
codexglue,4385,4385__comment_banner,comment_banner,1,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,12,239,dd0655f87a5c
codexglue,10504,10504__comment_banner,comment_banner,1,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,614,8607,ab9aa3dce380
codexglue,946,946__control_flow_rewrite,control_flow_rewrite,1,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,24,382,0b95b0958765
codexglue,2063,2063__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,16,243,263d8fd1376e
codexglue,7462,7462__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,822,13894,f1f7882090e9
codexglue,8296,8296__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,50,725,484a60b8bb72
codexglue,14126,14126__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,74,1165,d754ce4c92a6
codexglue,15239,15239__control_flow_rewrite,control_flow_rewrite,1,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,24,480,c4efb3265406
codexglue,21622,21622__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,18,248,891316243dd8
codexglue,26100,26100__control_flow_rewrite,control_flow_rewrite,1,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,10,167,5dda522e5097
codexglue,20105,20105__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,43,708,0b357b6036f2
codexglue,860,860__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,91,1750,8d4e0af34e5b
codexglue,19554,19554__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,23,402,3eef85bb6229
codexglue,10594,10594__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,547,9440,4c96ee9b7820
codexglue,7004,7004__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,39,512,89899d8c2682
codexglue,22265,22265__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,37,604,4fd3e1b8ad31
codexglue,23855,23855__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,69,799,2907a205947e
codexglue,21796,21796__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,55,916,36f8193ad019
codexglue,19759,19759__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,111,2149,3f8f054c26a3
codexglue,25510,25510__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,13,242,887ec2ed7df1
codexglue,12367,12367__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,37,492,5a6296ec65a9
codexglue,26175,26175__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,45,633,4710bdb49e34
codexglue,16930,16930__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,67,840,6eb49edf60a5
codexglue,12314,12314__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,45,630,125271994fd4
codexglue,18254,18254__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,355,6077,fae0f9896e7b
codexglue,4610,4610__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,19,320,824b6f7a6d69
codexglue,17742,17742__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,87,1432,24ff9b58deff
